Sexo	Nivel de formación alcanzado	Nacionalidad	Periodo	Total
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2017T2	76,06
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2017T1	81,30
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T4	68,95
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T3	95,09
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T2	98,19
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2016T1	89,15
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T4	96,39
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T3	98,32
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T2	89,88
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2015T1	93,41
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T4	84,59
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T3	76,48
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T2	89,47
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto de Europa	2014T1	78,88
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2022T3	82,63
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2022T2	84,84
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2022T1	82,62
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T4	76,27
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T3	75,50
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T2	79,86
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2021T1	73,69
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T4	76,09
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T3	80,66
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T2	72,34
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2020T1	82,94
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T4	70,98
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T3	71,33
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T2	80,07
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2019T1	79,69
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T4	80,56
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T3	85,77
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T2	84,91
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2018T1	79,93
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T4	76,89
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T3	86,48
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T2	84,49
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2017T1	82,47
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T4	82,46
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T3	84,76
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T2	81,21
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2016T1	83,43
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T4	85,76
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T3	85,51
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T2	86,08
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2015T1	89,02
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T4	84,53
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T3	81,90
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T2	91,42
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: América Latina	2014T1	85,84
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2022T3	73,93
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2022T2	76,82
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2022T1	79,73
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T4	80,70
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T3	78,99
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T2	77,07
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2021T1	83,00
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T4	69,54
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T3	74,22
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T2	56,99
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2020T1	77,14
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T4	66,47
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T3	68,63
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T2	68,86
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2019T1	75,35
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T4	72,17
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T3	71,76
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T2	66,17
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2018T1	70,66
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T4	73,59
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T3	73,86
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T2	76,27
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2017T1	83,70
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T4	81,68
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T3	80,40
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T2	86,09
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2016T1	86,02
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T4	75,52
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T3	83,71
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T2	83,27
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2015T1	84,50
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T4	75,68
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T3	76,71
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T2	79,92
Ambos sexos	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Extranjera: Resto del mundo y apátrida	2014T1	76,64
Ambos sexos	Educación superior	Total	2022T3	78,43
Ambos sexos	Educación superior	Total	2022T2	78,45
Ambos sexos	Educación superior	Total	2022T1	78,71
Ambos sexos	Educación superior	Total	2021T4	78,74
Ambos sexos	Educación superior	Total	2021T3	78,55
Ambos sexos	Educación superior	Total	2021T2	78,81
Ambos sexos	Educación superior	Total	2021T1	78,14
Ambos sexos	Educación superior	Total	2020T4	78,97
Ambos sexos	Educación superior	Total	2020T3	78,64
Ambos sexos	Educación superior	Total	2020T2	77,21
Ambos sexos	Educación superior	Total	2020T1	79,29
Ambos sexos	Educación superior	Total	2019T4	79,93
Ambos sexos	Educación superior	Total	2019T3	79,44
Ambos sexos	Educación superior	Total	2019T2	79,85
Ambos sexos	Educación superior	Total	2019T1	79,53
Ambos sexos	Educación superior	Total	2018T4	80,00
Ambos sexos	Educación superior	Total	2018T3	79,81
Ambos sexos	Educación superior	Total	2018T2	80,41
Ambos sexos	Educación superior	Total	2018T1	80,27
Ambos sexos	Educación superior	Total	2017T4	80,36
Ambos sexos	Educación superior	Total	2017T3	80,31
Ambos sexos	Educación superior	Total	2017T2	80,65
Ambos sexos	Educación superior	Total	2017T1	80,54
Ambos sexos	Educación superior	Total	2016T4	80,53
Ambos sexos	Educación superior	Total	2016T3	80,48
Ambos sexos	Educación superior	Total	2016T2	81,21
Ambos sexos	Educación superior	Total	2016T1	81,14
Ambos sexos	Educación superior	Total	2015T4	81,30
Ambos sexos	Educación superior	Total	2015T3	80,85
Ambos sexos	Educación superior	Total	2015T2	81,60
Ambos sexos	Educación superior	Total	2015T1	81,37
Ambos sexos	Educación superior	Total	2014T4	81,61
Ambos sexos	Educación superior	Total	2014T3	81,13
Ambos sexos	Educación superior	Total	2014T2	81,80
Ambos sexos	Educación superior	Total	2014T1	81,67
Ambos sexos	Educación superior	Española	2022T3	78,62
Ambos sexos	Educación superior	Española	2022T2	78,77
Ambos sexos	Educación superior	Española	2022T1	79,06
Ambos sexos	Educación superior	Española	2021T4	79,19
Ambos sexos	Educación superior	Española	2021T3	78,94
Ambos sexos	Educación superior	Española	2021T2	79,09
Ambos sexos	Educación superior	Española	2021T1	78,63
Ambos sexos	Educación superior	Española	2020T4	79,24
Ambos sexos	Educación superior	Española	2020T3	78,89
Ambos sexos	Educación superior	Española	2020T2	77,70
Ambos sexos	Educación superior	Española	2020T1	79,71
Ambos sexos	Educación superior	Española	2019T4	80,24
Ambos sexos	Educación superior	Española	2019T3	79,63
Ambos sexos	Educación superior	Española	2019T2	80,13
Ambos sexos	Educación superior	Española	2019T1	79,94
Ambos sexos	Educación superior	Española	2018T4	80,25
Ambos sexos	Educación superior	Española	2018T3	80,03
Ambos sexos	Educación superior	Española	2018T2	80,65
Ambos sexos	Educación superior	Española	2018T1	80,52
Ambos sexos	Educación superior	Española	2017T4	80,53
Ambos sexos	Educación superior	Española	2017T3	80,55
Ambos sexos	Educación superior	Española	2017T2	80,84
Ambos sexos	Educación superior	Española	2017T1	80,76
Ambos sexos	Educación superior	Española	2016T4	80,76
Ambos sexos	Educación superior	Española	2016T3	80,76
Ambos sexos	Educación superior	Española	2016T2	81,38
Ambos sexos	Educación superior	Española	2016T1	81,30
Ambos sexos	Educación superior	Española	2015T4	81,48
Ambos sexos	Educación superior	Española	2015T3	81,12
Ambos sexos	Educación superior	Española	2015T2	81,84
Ambos sexos	Educación superior	Española	2015T1	81,69
Ambos sexos	Educación superior	Española	2014T4	81,86
Ambos sexos	Educación superior	Española	2014T3	81,48
Ambos sexos	Educación superior	Española	2014T2	82,09
Ambos sexos	Educación superior	Española	2014T1	81,92
Ambos sexos	Educación superior	Doble nacionalidad	2022T3	80,20
Ambos sexos	Educación superior	Doble nacionalidad	2022T2	80,86
Ambos sexos	Educación superior	Doble nacionalidad	2022T1	80,68
Ambos sexos	Educación superior	Doble nacionalidad	2021T4	81,68
Ambos sexos	Educación superior	Doble nacionalidad	2021T3	82,60
Ambos sexos	Educación superior	Doble nacionalidad	2021T2	84,36
Ambos sexos	Educación superior	Doble nacionalidad	2021T1	81,10
Ambos sexos	Educación superior	Doble nacionalidad	2020T4	82,56
Ambos sexos	Educación superior	Doble nacionalidad	2020T3	81,80
Ambos sexos	Educación superior	Doble nacionalidad	2020T2	77,95
Ambos sexos	Educación superior	Doble nacionalidad	2020T1	79,75
Ambos sexos	Educación superior	Doble nacionalidad	2019T4	78,56
Ambos sexos	Educación superior	Doble nacionalidad	2019T3	80,89
Ambos sexos	Educación superior	Doble nacionalidad	2019T2	80,88
Ambos sexos	Educación superior	Doble nacionalidad	2019T1	82,33
Ambos sexos	Educación superior	Doble nacionalidad	2018T4	81,99
Ambos sexos	Educación superior	Doble nacionalidad	2018T3	82,90
Ambos sexos	Educación superior	Doble nacionalidad	2018T2	81,03
Ambos sexos	Educación superior	Doble nacionalidad	2018T1	83,32
Ambos sexos	Educación superior	Doble nacionalidad	2017T4	81,76
Ambos sexos	Educación superior	Doble nacionalidad	2017T3	80,73
Ambos sexos	Educación superior	Doble nacionalidad	2017T2	81,92
Ambos sexos	Educación superior	Doble nacionalidad	2017T1	78,49
Ambos sexos	Educación superior	Doble nacionalidad	2016T4	80,92
Ambos sexos	Educación superior	Doble nacionalidad	2016T3	83,53
Ambos sexos	Educación superior	Doble nacionalidad	2016T2	82,80
Ambos sexos	Educación superior	Doble nacionalidad	2016T1	82,24
Ambos sexos	Educación superior	Doble nacionalidad	2015T4	81,71
Ambos sexos	Educación superior	Doble nacionalidad	2015T3	84,80
Ambos sexos	Educación superior	Doble nacionalidad	2015T2	84,25
Ambos sexos	Educación superior	Doble nacionalidad	2015T1	80,91
Ambos sexos	Educación superior	Doble nacionalidad	2014T4	82,27
Ambos sexos	Educación superior	Doble nacionalidad	2014T3	79,50
Ambos sexos	Educación superior	Doble nacionalidad	2014T2	84,49
Ambos sexos	Educación superior	Doble nacionalidad	2014T1	85,06
Ambos sexos	Educación superior	Extranjera: Total	2022T3	75,90
Ambos sexos	Educación superior	Extranjera: Total	2022T2	74,43
Ambos sexos	Educación superior	Extranjera: Total	2022T1	74,45
Ambos sexos	Educación superior	Extranjera: Total	2021T4	73,07
Ambos sexos	Educación superior	Extranjera: Total	2021T3	73,45
Ambos sexos	Educación superior	Extranjera: Total	2021T2	74,53
Ambos sexos	Educación superior	Extranjera: Total	2021T1	72,85
Ambos sexos	Educación superior	Extranjera: Total	2020T4	75,49
Ambos sexos	Educación superior	Extranjera: Total	2020T3	75,47
Ambos sexos	Educación superior	Extranjera: Total	2020T2	72,62
Ambos sexos	Educación superior	Extranjera: Total	2020T1	75,42
Ambos sexos	Educación superior	Extranjera: Total	2019T4	77,42
Ambos sexos	Educación superior	Extranjera: Total	2019T3	77,18
Ambos sexos	Educación superior	Extranjera: Total	2019T2	76,82
Ambos sexos	Educación superior	Extranjera: Total	2019T1	74,74
Ambos sexos	Educación superior	Extranjera: Total	2018T4	76,99
Ambos sexos	Educación superior	Extranjera: Total	2018T3	76,43
Ambos sexos	Educación superior	Extranjera: Total	2018T2	77,50
Ambos sexos	Educación superior	Extranjera: Total	2018T1	76,59
Ambos sexos	Educación superior	Extranjera: Total	2017T4	77,94
Ambos sexos	Educación superior	Extranjera: Total	2017T3	77,54
Ambos sexos	Educación superior	Extranjera: Total	2017T2	78,04
Ambos sexos	Educación superior	Extranjera: Total	2017T1	78,56
Ambos sexos	Educación superior	Extranjera: Total	2016T4	77,75
Ambos sexos	Educación superior	Extranjera: Total	2016T3	76,20
Ambos sexos	Educación superior	Extranjera: Total	2016T2	78,71
Ambos sexos	Educación superior	Extranjera: Total	2016T1	78,95
Ambos sexos	Educación superior	Extranjera: Total	2015T4	79,14
Ambos sexos	Educación superior	Extranjera: Total	2015T3	76,65
Ambos sexos	Educación superior	Extranjera: Total	2015T2	78,31
Ambos sexos	Educación superior	Extranjera: Total	2015T1	77,92
Ambos sexos	Educación superior	Extranjera: Total	2014T4	78,80
Ambos sexos	Educación superior	Extranjera: Total	2014T3	77,73
Ambos sexos	Educación superior	Extranjera: Total	2014T2	78,11
Ambos sexos	Educación superior	Extranjera: Total	2014T1	78,26
Ambos sexos	Educación superior	Extranjera: Unión Europea	2022T3	76,85
Ambos sexos	Educación superior	Extranjera: Unión Europea	2022T2	74,95
Ambos sexos	Educación superior	Extranjera: Unión Europea	2022T1	76,47
Ambos sexos	Educación superior	Extranjera: Unión Europea	2021T4	73,09
Ambos sexos	Educación superior	Extranjera: Unión Europea	2021T3	74,13
Ambos sexos	Educación superior	Extranjera: Unión Europea	2021T2	75,21
Ambos sexos	Educación superior	Extranjera: Unión Europea	2021T1	75,60
Ambos sexos	Educación superior	Extranjera: Unión Europea	2020T4	77,93
Ambos sexos	Educación superior	Extranjera: Unión Europea	2020T3	76,27
Ambos sexos	Educación superior	Extranjera: Unión Europea	2020T2	76,38
Ambos sexos	Educación superior	Extranjera: Unión Europea	2020T1	78,23
Ambos sexos	Educación superior	Extranjera: Unión Europea	2019T4	75,34
Ambos sexos	Educación superior	Extranjera: Unión Europea	2019T3	75,65
Ambos sexos	Educación superior	Extranjera: Unión Europea	2019T2	76,57
Ambos sexos	Educación superior	Extranjera: Unión Europea	2019T1	74,08
Ambos sexos	Educación superior	Extranjera: Unión Europea	2018T4	74,87
Ambos sexos	Educación superior	Extranjera: Unión Europea	2018T3	75,53
Ambos sexos	Educación superior	Extranjera: Unión Europea	2018T2	76,92
Ambos sexos	Educación superior	Extranjera: Unión Europea	2018T1	74,58
Ambos sexos	Educación superior	Extranjera: Unión Europea	2017T4	75,66
Ambos sexos	Educación superior	Extranjera: Unión Europea	2017T3	76,31
Ambos sexos	Educación superior	Extranjera: Unión Europea	2017T2	76,53
Ambos sexos	Educación superior	Extranjera: Unión Europea	2017T1	77,05
Ambos sexos	Educación superior	Extranjera: Unión Europea	2016T4	75,30
Ambos sexos	Educación superior	Extranjera: Unión Europea	2016T3	74,63
Ambos sexos	Educación superior	Extranjera: Unión Europea	2016T2	77,18
Ambos sexos	Educación superior	Extranjera: Unión Europea	2016T1	77,52
Ambos sexos	Educación superior	Extranjera: Unión Europea	2015T4	76,31
Ambos sexos	Educación superior	Extranjera: Unión Europea	2015T3	73,07
Ambos sexos	Educación superior	Extranjera: Unión Europea	2015T2	73,39
Ambos sexos	Educación superior	Extranjera: Unión Europea	2015T1	74,23
Ambos sexos	Educación superior	Extranjera: Unión Europea	2014T4	77,57
Ambos sexos	Educación superior	Extranjera: Unión Europea	2014T3	75,03
Ambos sexos	Educación superior	Extranjera: Unión Europea	2014T2	76,55
Ambos sexos	Educación superior	Extranjera: Unión Europea	2014T1	75,29
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2022T3	65,39
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2022T2	64,15
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2022T1	59,85
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2021T4	58,15
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2021T3	60,25
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2021T2	60,14
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2021T1	58,91
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2020T4	63,06
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2020T3	62,28
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2020T2	64,77
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2020T1	64,82
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2019T4	78,07
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2019T3	72,92
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2019T2	72,77
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2019T1	72,08
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2018T4	72,49
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2018T3	68,60
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2018T2	75,24
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2018T1	74,16
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2017T4	79,69
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2017T3	78,39
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2017T2	83,38
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2017T1	84,30
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2016T4	84,93
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2016T3	74,19
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2016T2	77,32
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2016T1	75,60
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2015T4	79,05
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2015T3	78,85
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2015T2	85,60
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2015T1	83,22
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2014T4	79,73
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2014T3	76,38
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2014T2	67,52
Ambos sexos	Educación superior	Extranjera: Resto de Europa	2014T1	72,71
Ambos sexos	Educación superior	Extranjera: América Latina	2022T3	80,91
Ambos sexos	Educación superior	Extranjera: América Latina	2022T2	80,41
Ambos sexos	Educación superior	Extranjera: América Latina	2022T1	80,52
Ambos sexos	Educación superior	Extranjera: América Latina	2021T4	79,03
Ambos sexos	Educación superior	Extranjera: América Latina	2021T3	80,88
Ambos sexos	Educación superior	Extranjera: América Latina	2021T2	83,10
Ambos sexos	Educación superior	Extranjera: América Latina	2021T1	78,29
Ambos sexos	Educación superior	Extranjera: América Latina	2020T4	78,55
Ambos sexos	Educación superior	Extranjera: América Latina	2020T3	79,54
Ambos sexos	Educación superior	Extranjera: América Latina	2020T2	71,09
Ambos sexos	Educación superior	Extranjera: América Latina	2020T1	77,97
Ambos sexos	Educación superior	Extranjera: América Latina	2019T4	79,96
Ambos sexos	Educación superior	Extranjera: América Latina	2019T3	81,39
Ambos sexos	Educación superior	Extranjera: América Latina	2019T2	80,58
Ambos sexos	Educación superior	Extranjera: América Latina	2019T1	79,04
Ambos sexos	Educación superior	Extranjera: América Latina	2018T4	81,97
Ambos sexos	Educación superior	Extranjera: América Latina	2018T3	79,76
Ambos sexos	Educación superior	Extranjera: América Latina	2018T2	79,74
Ambos sexos	Educación superior	Extranjera: América Latina	2018T1	81,82
Ambos sexos	Educación superior	Extranjera: América Latina	2017T4	81,75
Ambos sexos	Educación superior	Extranjera: América Latina	2017T3	80,34
Ambos sexos	Educación superior	Extranjera: América Latina	2017T2	78,23
Ambos sexos	Educación superior	Extranjera: América Latina	2017T1	80,78
Ambos sexos	Educación superior	Extranjera: América Latina	2016T4	80,47
Ambos sexos	Educación superior	Extranjera: América Latina	2016T3	80,78
Ambos sexos	Educación superior	Extranjera: América Latina	2016T2	81,31
Ambos sexos	Educación superior	Extranjera: América Latina	2016T1	83,56
Ambos sexos	Educación superior	Extranjera: América Latina	2015T4	85,62
Ambos sexos	Educación superior	Extranjera: América Latina	2015T3	82,90
Ambos sexos	Educación superior	Extranjera: América Latina	2015T2	85,01
Ambos sexos	Educación superior	Extranjera: América Latina	2015T1	83,94
Ambos sexos	Educación superior	Extranjera: América Latina	2014T4	85,55
Ambos sexos	Educación superior	Extranjera: América Latina	2014T3	87,07
Ambos sexos	Educación superior	Extranjera: América Latina	2014T2	85,36
Ambos sexos	Educación superior	Extranjera: América Latina	2014T1	85,21
Ambos sexos	Educación superior	Extranjera: Resto del mundo y apátrida	2022T3	72,36
Ambos sexos	Educación superior	Extranjera: Resto del mundo y apátrida	2022T2	69,89
Ambos sexos	Educación superior	Extranjera: Resto del mundo y apátrida	2022T1	68,83
Ambos sexos	Educación superior	Extranjera: Resto del mundo y apátrida	2021T4	73,78
Ambos sexos	Educación superior	Extranjera: Resto del mundo y apátrida	2021T3	67,55
Ambos sexos	Educación superior	Extranjera: Resto del mundo y apátrida	2021T2	69,69
